Timestamp, EleName, EleId, Value, Note
63.6771,Basic Wall:Generic - 200mm:347943,0,correct,
144.1564,Basic Wall:Generic - 200mm:350286,1,correct,
170.0167,Railing:1100mm:349532,2,other,
189.2323,Railing:1100mm:349532,2,other,15cm
244.35,Switch_-_Double_3951:Double Switch:361458,3,correct,
251.7263,Switch_-_Double_3951:Double Switch:361508,13,correct,
258.087,Switch_-_Double_3951:Double Switch:361137,12,correct,
292.2422,Assembled Stair:Stair:349153 Stringer 1,4,other,
296.589,Assembled Stair:Stair:349153 Stringer 1,4,other,15cm
324.6145,Basic Wall:Generic - 200mm:347460,5,correct,
350.5601,Assembled Stair:Stair:349153 Stringer 2,6,correct,
364.5154,Assembled Stair:Stair:349153 Stringer 2,6,other,
364.5154,Assembled Stair:Stair:349153 Stringer 2,6,other,
364.8985,Assembled Stair:Stair:349153 Run 1,7,correct,
368.2794,Assembled Stair:Stair:349153 Stringer 2,6,other,15cm
383.1167,Railing:1100mm:349536,8,UNASSIGNED,15cm
384.6658,Railing:1100mm:349536,8,other,15cm
423.8342,M_Rectangular Column:475 x 610mm:365844,9,incorrect,
437.107,M_Rectangular Column:475 x 610mm:365844,9,incorrect,4m
448.9808,M_Rectangular Column:475 x 610mm:365701,10,correct,
471.0455,Basic Wall:Generic - 200mm:350060,11,incorrect,
475.6254,Basic Wall:Generic - 200mm:350060,11,incorrect,1m
479.223,Basic Wall:Generic - 200mm:347656,14,incorrect,
482.3376,Basic Wall:Generic - 200mm:347656,14,incorrect,1m
536.7429,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,correct,
658.5933,PHILIPS_luxspace-light:377282,20,correct,
678.6189,PHILIPS_luxspace-light:377085,25,other,
688.6977,PHILIPS_luxspace-light:376148,29,correct,
701.2426,PHILIPS_luxspace-light:376308,19,correct,
711.5386,PHILIPS_luxspace-light:376919,26,incorrect,
714.5706,PHILIPS_luxspace-light:376919,26,incorrect,1m
742.9427,PHILIPS_luxspace-light:377731,23,other,
747.3243,PHILIPS_luxspace-light:377731,23,other,30cm
770.8658,PHILIPS_luxspace-light2,24,incorrect,
775.098,PHILIPS_luxspace-light2,24,incorrect,1m
794.3749,Phone,21,other,
798.9066,Phone,21,other,50cm
813.5509,PHILIPS_luxspace-light1,16,correct,
832.4434,PHILIPS_luxspace-light:378021,17,correct,
874.4254,LiftSign,18,correct,
879.174,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
879.174,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
884.8047,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
886.4041,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,correct,
886.4041,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,correct,
918.8415,ExitSign,22,correct,
948.6121,ExitSign2,27,other,
952.8941,ExitSign2,27,other,30cm
982.3171,FireExtinguisherSign2,28,incorrect,
987.1157,FireExtinguisherSign2,28,incorrect,2m
