Timestamp, EleName, EleId, Value, Note
80.37873,Basic Wall:Generic - 200mm:347943,0,correct,
131.2348,Basic Wall:Generic - 200mm:350286,1,incorrect,
137.0634,Basic Wall:Generic - 200mm:350286,1,incorrect,10cm
151.0518,Railing:1100mm:349532,2,correct,
160.8091,Switch_-_Double_3951:Double Switch:361458,3,correct,
171.8161,Assembled Stair:Stair:349153 Stringer 1,4,correct,
180.3082,Basic Wall:Generic - 200mm:347460,5,correct,
202.9047,Assembled Stair:Stair:349153 Stringer 2,6,other,
208.1503,Assembled Stair:Stair:349153 Stringer 2,6,other,5cm
220.0059,Assembled Stair:Stair:349153 Run 1,7,correct,
223.653,Railing:1100mm:349536,8,correct,
233.5266,M_Rectangular Column:475 x 610mm:365844,9,other,
238.0061,M_Rectangular Column:475 x 610mm:365844,9,other,5cm
248.0475,M_Rectangular Column:475 x 610mm:365701,10,other,
252.1773,M_Rectangular Column:475 x 610mm:365701,10,other,5cm
256.257,Basic Wall:Generic - 200mm:350060,11,correct,
261.5698,Switch_-_Double_3951:Double Switch:361508,13,other,
264.8678,Switch_-_Double_3951:Double Switch:361508,13,other,
265.2342,Switch_-_Double_3951:Double Switch:361137,12,other,
268.6482,Switch_-_Double_3951:Double Switch:361137,12,other,5cm
272.5952,Switch_-_Double_3951:Double Switch:361508,13,incorrect,
279.3062,Switch_-_Double_3951:Double Switch:361508,13,incorrect,10cm
294.4272,Basic Wall:Generic - 200mm:347656,14,incorrect,
304.8521,Basic Wall:Generic - 200mm:347656,14,incorrect,dk where it is
312.8458,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
318.4079,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,1m
385.8438,PHILIPS_luxspace-light1,16,other,
390.9899,PHILIPS_luxspace-light1,16,other,7cm
404.1455,PHILIPS_luxspace-light:378021,17,correct,
413.6555,LiftSign,18,other,
417.7192,LiftSign,18,other,7cm
524.8585,PHILIPS_luxspace-light:376308,19,other,
530.9722,PHILIPS_luxspace-light:376308,19,other,5cm
539.3499,PHILIPS_luxspace-light:377282,20,correct,
548.3796,Phone,21,incorrect,
551.628,Phone,21,incorrect,1m
559.6725,ExitSign,22,other,
563.1378,ExitSign,22,other,5cm
566.2701,PHILIPS_luxspace-light:376919,26,incorrect,
571.1,PHILIPS_luxspace-light:377731,23,other,
574.348,PHILIPS_luxspace-light:377731,23,other,5cm
583.4582,PHILIPS_luxspace-light2,24,correct,
588.1901,PHILIPS_luxspace-light:377085,25,correct,
595.6378,ExitSign2,27,other,
603.1013,ExitSign2,27,other,10cm
610.7464,FireExtinguisherSign2,28,correct,
615.6101,PHILIPS_luxspace-light:376148,29,correct,
