Timestamp, EleName, EleId, Value, Note
65.02562,Basic Wall:Generic - 200mm:347943,0,correct,
85.4408,Basic Wall:Generic - 200mm:350286,1,UNASSIGNED,
91.45269,Basic Wall:Generic - 200mm:350286,1,UNASSIGNED,
102.9422,Basic Wall:Generic - 200mm:350286,1,UNASSIGNED,30cm
103.7581,Basic Wall:Generic - 200mm:350286,1,incorrect,30cm
113.0335,Railing:1100mm:349532,2,correct,
151.2327,Assembled Stair:Stair:349153 Stringer 1,4,UNASSIGNED,60cm
152.8645,Assembled Stair:Stair:349153 Stringer 1,4,incorrect,60cm
188.3497,Railing:1100mm:349532,2,correct,60cm
189.5818,Railing:1100mm:349532,2,incorrect,60cm
189.5818,Railing:1100mm:349532,2,incorrect,60cm
210.0797,Basic Wall:Generic - 200mm:347460,5,correct,
223.6013,Assembled Stair:Stair:349153 Stringer 2,6,UNASSIGNED,60cm
225.3331,Assembled Stair:Stair:349153 Stringer 2,6,incorrect,60cm
247.5632,Assembled Stair:Stair:349153 Run 1,7,correct,
258.5538,Railing:1100mm:349536,8,UNASSIGNED,60cm
260.3024,Railing:1100mm:349536,8,incorrect,60cm
297.9715,M_Rectangular Column:475 x 610mm:365844,9,UNASSIGNED,50cm
299.9032,M_Rectangular Column:475 x 610mm:365844,9,incorrect,50cm
325.3655,M_Rectangular Column:475 x 610mm:365701,10,correct,
346.1335,Basic Wall:Generic - 200mm:350060,11,correct,
359.0397,Basic Wall:Generic - 200mm:347656,14,correct,
413.2004,Switch_-_Double_3951:Double Switch:361458,3,correct,
431.8698,Switch_-_Double_3951:Double Switch:361137,12,UNASSIGNED,10cm
435.0669,Switch_-_Double_3951:Double Switch:361137,12,other,10cm
456.2839,Switch_-_Double_3951:Double Switch:361508,13,UNASSIGNED,70cm
457.5159,Switch_-_Double_3951:Double Switch:361508,13,incorrect,70cm
477.4001,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,UNASSIGNED,120cm
478.3827,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,120cm
495.6187,PHILIPS_luxspace-light1,16,UNASSIGNED,5cm
496.4348,PHILIPS_luxspace-light1,16,other,5cm
502.1974,PHILIPS_luxspace-light:378021,17,correct,
514.9384,LiftSign,18,UNASSIGNED,10cm
515.6215,LiftSign,18,other,10cm
530.732,PHILIPS_luxspace-light:376308,19,UNASSIGNED,10cm
532.5811,PHILIPS_luxspace-light:376308,19,other,10cm
543.2938,PHILIPS_luxspace-light:377282,20,correct,
555.5726,Phone,21,UNASSIGNED,1m
556.7554,Phone,21,incorrect,1m
568.2181,ExitSign,22,correct,
573.4323,PHILIPS_luxspace-light:377731,23,correct,
582.2621,PHILIPS_luxspace-light2,24,correct,
590.8088,PHILIPS_luxspace-light:377085,25,correct,
620.7793,PHILIPS_luxspace-light:376919,26,UNASSIGNED,100cm
621.9121,PHILIPS_luxspace-light:376919,26,incorrect,100cm
637.9565,ExitSign2,27,UNASSIGNED,30cm
640.2393,ExitSign2,27,incorrect,30cm
652.6337,FireExtinguisherSign2,28,correct,
657.3156,PHILIPS_luxspace-light:376148,29,correct,
