Timestamp, EleName, EleId, Value, Note
59.31536,Basic Wall:Generic - 200mm:347943,0,correct,
89.03907,Basic Wall:Generic - 200mm:350286,1,other,
104.7753,Basic Wall:Generic - 200mm:350286,1,other,10cm
126.7057,Railing:1100mm:349532,2,correct,
151.667,Switch_-_Double_3951:Double Switch:361458,3,correct,
173.7139,Assembled Stair:Stair:349153 Stringer 1,4,other,
190.0166,Assembled Stair:Stair:349153 Stringer 1,4,other,15cm
224.3857,Basic Wall:Generic - 200mm:347460,5,correct,
245.6332,Assembled Stair:Stair:349153 Stringer 2,6,correct,
298.0888,Assembled Stair:Stair:349153 Run 1,7,correct,
333.6255,Railing:1100mm:349536,8,correct,
343.9342,M_Rectangular Column:475 x 610mm:365844,9,other,
350.0126,M_Rectangular Column:475 x 610mm:365844,9,other,20cm
372.2619,M_Rectangular Column:475 x 610mm:365701,10,other,
376.7258,M_Rectangular Column:475 x 610mm:365701,10,other,5cm
392.7464,Basic Wall:Generic - 200mm:350060,11,correct,
412.0839,Switch_-_Double_3951:Double Switch:361137,12,other,
423.4583,Switch_-_Double_3951:Double Switch:361137,12,other,10cm
446.8063,Switch_-_Double_3951:Double Switch:361508,13,incorrect,
463.9089,Basic Wall:Generic - 200mm:347656,14,other,
467.7063,Basic Wall:Generic - 200mm:347656,14,other,20cm
480.9623,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
511.0058,PHILIPS_luxspace-light1,16,other,
515.7206,PHILIPS_luxspace-light1,16,other,30cm
556.4716,PHILIPS_luxspace-light:378021,17,other,
560.7034,PHILIPS_luxspace-light:378021,17,other,5cm
575.7979,LiftSign,18,other,
579.6638,LiftSign,18,other,5cm
593.2759,PHILIPS_luxspace-light:376308,19,other,
597.4249,PHILIPS_luxspace-light:376308,19,other,20cm
612.8535,PHILIPS_luxspace-light:377282,20,other,
616.1357,PHILIPS_luxspace-light:377282,20,other,5cm
622.6503,Phone,21,incorrect,
644.2264,ExitSign,22,other,
648.4745,ExitSign,22,other,15cm
661.1027,PHILIPS_luxspace-light:377731,23,other,
664.5344,PHILIPS_luxspace-light:377731,23,other,5cm
669.1666,PHILIPS_luxspace-light:377731,23,other,5cm
677.3809,PHILIPS_luxspace-light2,24,correct,
694.4416,PHILIPS_luxspace-light:377085,25,UNASSIGNED,5cm
696.2075,PHILIPS_luxspace-light:377085,25,other,5cm
721.9491,PHILIPS_luxspace-light:376919,26,other,
725.915,PHILIPS_luxspace-light:376919,26,other,
731.4295,PHILIPS_luxspace-light:376919,26,other,
731.6961,PHILIPS_luxspace-light:376919,26,incorrect,
741.1088,ExitSign2,27,other,
744.4738,ExitSign2,27,other,20cm
754.4543,FireExtinguisherSign2,28,correct,
761.469,PHILIPS_luxspace-light:376148,29,correct,
