Timestamp, EleName, EleId, Value, Note
125.106,M_Rectangular Column:475 x 610mm:365844,9,incorrect,
129.2689,M_Rectangular Column:475 x 610mm:365844,9,incorrect,10cm
143.8717,M_Rectangular Column:475 x 610mm:365701,10,correct,
158.8248,Basic Wall:Generic - 200mm:350286,1,incorrect,
162.8377,Basic Wall:Generic - 200mm:350286,1,incorrect,rot 45
167.5999,Basic Wall:Generic - 200mm:350060,11,incorrect,
168.449,Basic Wall:Generic - 200mm:350060,11,correct,
168.449,Basic Wall:Generic - 200mm:350060,11,correct,
171.7789,Basic Wall:Generic - 200mm:347656,14,correct,
193.1248,Basic Wall:Generic - 200mm:347460,5,correct,
200.2011,Basic Wall:Generic - 200mm:347943,0,correct,
246.7077,PHILIPS_luxspace-light:377282,20,correct,
260.7626,PHILIPS_luxspace-light:377085,25,correct,
286.4492,PHILIPS_luxspace-light:376148,29,correct,
295.6943,PHILIPS_luxspace-light:376308,19,incorrect,
298.2417,PHILIPS_luxspace-light:376308,19,incorrect,
316.7138,PHILIPS_luxspace-light:376308,19,incorrect,10cm
325.7251,PHILIPS_luxspace-light:376919,26,incorrect,
329.5893,PHILIPS_luxspace-light:376919,26,incorrect,5
346.5445,PHILIPS_luxspace-light:376919,26,incorrect,50cm
363.0343,M_Rectangular Column:475 x 610mm:365844,9,other,10cm
363.0343,M_Rectangular Column:475 x 610mm:365844,9,other,10cm
372.1951,PHILIPS_luxspace-light:376308,19,other,10cm
372.1951,PHILIPS_luxspace-light:376308,19,other,10cm
434.6385,Switch_-_Double_3951:Double Switch:361458,3,correct,
438.9373,Switch_-_Double_3951:Double Switch:361137,12,UNASSIGNED,6cm
439.9032,Switch_-_Double_3951:Double Switch:361137,12,other,6cm
445.367,Switch_-_Double_3951:Double Switch:361508,13,incorrect,
458.359,Switch_-_Double_3951:Double Switch:361508,13,incorrect,50cm
493.0045,Phone,21,incorrect,
498.6841,Phone,21,incorrect,1m
526.321,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,
529.6198,Elevator_Call_Panel_7484:Elevator_Call_5355:370679,15,incorrect,1m
556.4115,Assembled Stair:Stair:349153 Stringer 2,6,correct,
563.4423,Assembled Stair:Stair:349153 Stringer 1,4,correct,
593.0999,Assembled Stair:Stair:349153 Run 1,7,correct,
622.941,LiftSign,18,correct,
634.4205,FireExtinguisherSign2,28,correct,
678.9905,ExitSign,22,other,
683.5051,ExitSign,22,other,1
694.9842,ExitSign,22,other,15cm
703.6815,ExitSign2,27,other,
707.9964,ExitSign2,27,other,20cm
749.4848,PHILIPS_luxspace-light1,16,other,
755.1485,PHILIPS_luxspace-light:378021,17,UNASSIGNED,15cm
757.0801,PHILIPS_luxspace-light:378021,17,other,15cm
765.9276,PHILIPS_luxspace-light:378021,17,other,15cm
771.3597,PHILIPS_luxspace-light1,16,other,15cm
783.6725,PHILIPS_luxspace-light:378021,17,other,
785.2886,PHILIPS_luxspace-light:378021,17,correct,
808.3818,Railing:1100mm:349532,2,correct,
811.8472,Railing:1100mm:349536,8,correct,
819.5788,PHILIPS_luxspace-light:377731,23,correct,
828.3093,PHILIPS_luxspace-light2,24,correct,
