Timestamp, Position
0.02,(0.0, 0.0, 0.0)
0.04,(0.0, 1.0, 0.0)
0.3733333,(0.0, 1.0, 0.0)
0.4081265,(0.0, 1.0, 0.0)
0.4290166,(0.0, 1.0, 0.0)
0.4445843,(0.0, 1.0, 0.0)
0.4672469,(0.0, 1.0, 0.0)
0.4788261,(0.0, 1.0, 0.0)
0.5014647,(0.0, 1.0, 0.0)
0.5409001,(0.0, 1.0, 0.0)
0.5668093,(0.0, 1.0, 0.0)
0.5774363,(0.0, 1.0, 0.0)
0.5864074,(0.0, 1.0, 0.0)
0.6009925,(0.0, 1.0, 0.0)
0.6192451,(0.0, 1.0, 0.0)
0.6351715,(0.0, 1.0, 0.0)
0.650176,(0.0, 1.0, 0.0)
0.6838496,(0.0, 1.0, 0.0)
0.701653,(0.0, 1.0, 0.0)
0.7292587,(0.0, 1.0, 0.0)
0.7417293,(0.0, 1.0, 0.0)
0.7548424,(0.0, 1.0, 0.0)
0.7685633,(0.0, 1.0, 0.0)
0.7825156,(0.0, 1.0, 0.0)
0.7965578,(0.0, 1.0, 0.0)
0.8091466,(0.0, 1.0, 0.0)
0.8212489,(0.0, 1.0, 0.0)
0.8313218,(0.0, 1.0, 0.0)
0.8427463,(0.0, 1.0, 0.0)
0.8565096,(0.0, 1.0, 0.0)
0.894717,(0.0, 1.0, 0.0)
0.9112467,(0.0, 1.0, 0.0)
0.934495,(0.0, 1.0, 0.0)
0.9482844,(0.0, 1.0, 0.0)
0.9625991,(0.0, 1.0, 0.0)
0.9770457,(0.0, 1.0, 0.0)
0.9896708,(0.0, 1.0, 0.0)
1.003692,(0.0, 1.0, 0.0)
1.01808,(0.0, 1.0, 0.0)
1.046488,(0.0, 1.0, 0.0)
1.061052,(0.0, 1.0, 0.0)
1.075614,(0.0, 1.0, 0.0)
1.087007,(0.0, 1.0, 0.0)
1.098929,(0.0, 1.0, 0.0)
1.110798,(0.0, 1.0, 0.0)
1.121903,(0.0, 1.0, 0.0)
1.133544,(0.0, 1.0, 0.0)
1.147403,(0.0, 1.0, 0.0)
1.158725,(0.0, 1.0, 0.0)
1.17284,(0.0, 1.0, 0.0)
1.19927,(0.0, 1.0, 0.0)
1.213018,(0.0, 1.0, 0.0)
1.224662,(0.0, 1.0, 0.0)
1.236746,(0.0, 1.0, 0.0)
1.251036,(0.0, 1.0, 0.0)
1.263632,(0.0, 1.0, 0.0)
1.275768,(0.0, 1.0, 0.0)
1.287983,(0.0, 1.0, 0.0)
1.30228,(0.0, 1.0, 0.0)
1.313148,(0.0, 1.0, 0.0)
1.324857,(0.0, 1.0, 0.0)
1.351908,(0.0, 1.0, 0.0)
1.365024,(0.0, 1.0, 0.0)
1.377403,(0.0, 1.0, 0.0)
1.389315,(0.0, 1.0, 0.0)
1.401795,(0.0, 1.0, 0.0)
1.413313,(0.0, 1.0, 0.0)
1.425585,(0.0, 1.0, 0.0)
1.437764,(0.0, 1.0, 0.0)
1.451334,(0.0, 1.0, 0.0)
1.46258,(0.0, 1.0, 0.0)
1.473616,(0.0, 1.0, 0.0)
1.485655,(0.0, 1.0, 0.0)
1.511917,(0.0, 1.0, 0.0)
1.52269,(0.0, 1.0, 0.0)
1.534795,(0.0, 1.0, 0.0)
1.545954,(0.0, 1.0, 0.0)
1.565498,(0.0, 1.0, 0.0)
1.578091,(0.0, 1.0, 0.0)
1.589199,(0.0, 1.0, 0.0)
1.601689,(0.0, 1.0, 0.0)
1.613346,(0.0, 1.0, 0.0)
1.624535,(0.0, 1.0, 0.0)
1.638308,(0.0, 1.0, 0.0)
1.661091,(0.0, 1.0, 0.0)
1.674066,(0.0, 1.0, 0.0)
1.685295,(0.0, 1.0, 0.0)
1.696351,(0.0, 1.0, 0.0)
1.708517,(0.0, 1.0, 0.0)
1.719212,(0.0, 1.0, 0.0)
1.730174,(0.0, 1.0, 0.0)
1.741267,(0.0, 1.0, 0.0)
1.752926,(0.0, 1.0, 0.0)
1.7645,(0.0, 1.0, 0.0)
1.776198,(0.0, 1.0, 0.0)
1.787665,(0.0, 1.0, 0.0)
1.801008,(0.0, 1.0, 0.0)
1.824397,(0.0, 1.0, 0.0)
1.835917,(0.0, 1.0, 0.0)
1.848175,(0.0, 1.0, 0.0)
1.859459,(0.0, 1.0, 0.0)
1.870494,(0.0, 1.0, 0.0)
1.882442,(0.0, 1.0, 0.0)
1.893744,(0.0, 1.0, 0.0)
1.905002,(0.0, 1.0, 0.0)
1.917734,(0.0, 1.0, 0.0)
1.928417,(0.0, 1.0, 0.0)
1.940863,(0.0, 1.0, 0.0)
1.953243,(0.0, 1.0, 0.0)
1.976647,(0.0, 1.0, 0.0)
1.987903,(0.0, 1.0, 0.0)
2.000073,(0.0, 1.0, 0.0)
2.013684,(0.0, 1.0, 0.0)
2.023787,(0.0, 1.0, 0.0)
2.03548,(0.0, 1.0, 0.0)
2.046947,(0.0, 1.0, 0.0)
2.057431,(0.0, 1.0, 0.0)
2.069372,(0.0, 1.0, 0.0)
2.08149,(0.0, 1.0, 0.0)
2.093124,(0.0, 1.0, 0.0)
2.105121,(0.0, 1.0, 0.0)
2.128694,(0.0, 1.0, 0.0)
2.139854,(0.0, 1.0, 0.0)
2.150665,(0.0, 1.0, 0.0)
2.162632,(0.0, 1.0, 0.0)
2.173118,(0.0, 1.0, 0.0)
2.184523,(0.0, 1.0, 0.0)
2.19665,(0.0, 1.0, 0.0)
2.207406,(0.0, 1.0, 0.0)
2.219297,(0.0, 1.0, 0.0)
2.231062,(0.0, 1.0, 0.0)
2.252871,(0.0, 1.0, 0.0)
2.266295,(0.0, 1.0, 0.0)
2.288581,(0.0, 1.0, 0.0)
2.300741,(0.0, 1.0, 0.0)
2.31224,(0.0, 1.0, 0.0)
2.322713,(0.0, 1.0, 0.0)
2.346318,(0.0, 1.0, 0.0)
2.369913,(0.0, 1.0, 0.0)
2.385081,(0.0, 1.0, 0.0)
2.395597,(0.0, 1.0, 0.0)
2.406274,(0.0, 1.0, 0.0)
2.418782,(0.0, 1.0, 0.0)
2.435853,(0.0, 1.0, 0.0)
2.445535,(0.0, 1.0, 0.0)
2.456077,(0.0, 1.0, 0.0)
2.466855,(0.0, 1.0, 0.0)
2.476473,(0.0, 1.0, 0.0)
2.485257,(0.0, 1.0, 0.0)
2.495416,(0.0, 1.0, 0.0)
2.504313,(0.0, 1.0, 0.0)
2.515259,(0.0, 1.0, 0.0)
2.525156,(0.0, 1.0, 0.0)
2.53518,(0.0, 1.0, 0.0)
2.545562,(0.0, 1.0, 0.0)
2.554883,(0.0, 1.0, 0.0)
2.56406,(0.0, 1.0, 0.0)
2.574682,(0.0, 1.0, 0.0)
2.584138,(0.0, 1.0, 0.0)
2.601102,(0.0, 1.0, 0.0)
2.611013,(0.0, 1.0, 0.0)
2.62007,(0.0, 1.0, 0.0)
2.630281,(0.0, 1.0, 0.0)
2.639734,(0.0, 1.0, 0.0)
2.649316,(0.0, 1.0, 0.0)
2.660178,(0.0, 1.0, 0.0)
2.669517,(0.0, 1.0, 0.0)
2.679325,(0.0, 1.0, 0.0)
2.687815,(0.0, 1.0, 0.0)
2.698048,(0.0, 1.0, 0.0)
2.707077,(0.0, 1.0, 0.0)
2.717335,(0.0, 1.0, 0.0)
2.727105,(0.0, 1.0, 0.0)
2.736207,(0.0, 1.0, 0.0)
2.746433,(0.0, 1.0, 0.0)
2.755402,(0.0, 1.0, 0.0)
2.764883,(0.0, 1.0, 0.0)
2.773858,(0.0, 1.0, 0.0)
2.783674,(0.0, 1.0, 0.0)
2.794816,(0.0, 1.0, 0.0)
2.80469,(0.0, 1.0, 0.0)
2.815282,(0.0, 1.0, 0.0)
2.826022,(0.0, 1.0, 0.0)
2.836535,(0.0, 1.0, 0.0)
2.846181,(0.0, 1.0, 0.0)
2.855999,(0.0, 1.0, 0.0)
2.866145,(0.0, 1.0, 0.0)
2.878075,(0.0, 1.0, 0.0)
2.888141,(0.0, 1.0, 0.0)
2.897955,(0.0, 1.0, 0.0)
2.90881,(0.0, 1.0, 0.0)
2.919212,(0.0, 1.0, 0.0)
2.928845,(0.0, 1.0, 0.0)
2.939139,(0.0, 1.0, 0.0)
2.949198,(0.0, 1.0, 0.0)
2.959872,(0.0, 1.0, 0.0)
2.969769,(0.0, 1.0, 0.0)
2.979782,(0.0, 1.0, 0.0)
2.989682,(0.0, 1.0, 0.0)
3.000156,(0.0, 1.0, 0.0)
