Timestamp, x, y, z
0.02,0,0,0
0.04,8.34465E-07,0.9999999,-8.344673E-09
0.3733333,8.34465E-07,0.9999999,-8.344673E-09
0.4094131,8.34465E-07,0.9999999,-8.344673E-09
0.4265386,8.34465E-07,0.9999999,-8.344673E-09
0.4359926,8.34465E-07,0.9999999,-8.344673E-09
0.4449697,8.34465E-07,0.9999999,-8.344673E-09
0.4615094,8.34465E-07,0.9999999,-8.344673E-09
0.4799071,8.34465E-07,0.9999999,-8.344673E-09
0.5401446,8.34465E-07,0.9999999,-8.344673E-09
0.5674116,8.34465E-07,0.9999999,-8.344673E-09
0.5772727,8.34465E-07,0.9999999,-8.344673E-09
0.5859073,8.34465E-07,0.9999999,-8.344673E-09
0.6070615,8.34465E-07,0.9999999,-8.344673E-09
0.6300042,8.34465E-07,0.9999999,-8.344673E-09
0.6480116,8.34465E-07,0.9999999,-8.344673E-09
0.6671753,8.34465E-07,0.9999999,-8.344673E-09
0.6852741,8.34465E-07,0.9999999,-8.344673E-09
0.7018675,8.34465E-07,0.9999999,-8.344673E-09
0.7325222,8.34465E-07,0.9999999,-8.344673E-09
0.7444025,8.34465E-07,0.9999999,-8.344673E-09
0.7555436,8.34465E-07,0.9999999,-8.344673E-09
0.7654672,8.34465E-07,0.9999999,-8.344673E-09
0.7792954,8.34465E-07,0.9999999,-8.344673E-09
0.7930909,8.34465E-07,0.9999999,-8.344673E-09
0.8063918,8.34465E-07,0.9999999,-8.344673E-09
0.8329455,8.34465E-07,0.9999999,-8.344673E-09
0.8434845,8.34465E-07,0.9999999,-8.344673E-09
0.8543852,8.34465E-07,0.9999999,-8.344673E-09
0.8779958,8.34465E-07,0.9999999,-8.344673E-09
0.8888812,8.34465E-07,0.9999999,-8.344673E-09
0.8996359,8.34465E-07,0.9999999,-8.344673E-09
0.9107563,8.34465E-07,0.9999999,-8.344673E-09
0.9253883,8.34465E-07,0.9999999,-8.344673E-09
0.9389461,8.34465E-07,0.9999999,-8.344673E-09
0.9523314,8.34465E-07,0.9999999,-8.344673E-09
0.9660144,8.34465E-07,0.9999999,-8.344673E-09
0.9805016,8.34465E-07,0.9999999,-8.344673E-09
0.9950194,8.34465E-07,0.9999999,-8.344673E-09
1.009069,8.34465E-07,0.9999999,-8.344673E-09
1.036855,8.34465E-07,0.9999999,-8.344673E-09
1.047349,8.34465E-07,0.9999999,-8.344673E-09
1.060517,8.34465E-07,0.9999999,-8.344673E-09
1.071128,8.34465E-07,0.9999999,-8.344673E-09
1.081197,8.34465E-07,0.9999999,-8.344673E-09
1.091166,8.34465E-07,0.9999999,-8.344673E-09
1.101041,8.34465E-07,0.9999999,-8.344673E-09
1.112044,8.34465E-07,0.9999999,-8.344673E-09
1.122965,8.34465E-07,0.9999999,-8.344673E-09
1.133352,8.34465E-07,0.9999999,-8.344673E-09
1.144439,8.34465E-07,0.9999999,-8.344673E-09
1.156268,8.34465E-07,0.9999999,-8.344673E-09
1.167481,8.34465E-07,0.9999999,-8.344673E-09
1.19145,8.34465E-07,0.9999999,-8.344673E-09
1.20249,8.34465E-07,0.9999999,-8.344673E-09
1.213713,8.34465E-07,0.9999999,-8.344673E-09
1.225323,8.34465E-07,0.9999999,-8.344673E-09
1.236206,8.34465E-07,0.9999999,-8.344673E-09
1.247984,8.34465E-07,0.9999999,-8.344673E-09
1.259546,8.34465E-07,0.9999999,-8.344673E-09
1.270152,8.34465E-07,0.9999999,-8.344673E-09
1.281696,8.34465E-07,0.9999999,-8.344673E-09
1.292948,8.34465E-07,0.9999999,-8.344673E-09
1.304845,8.34465E-07,0.9999999,-8.344673E-09
1.320816,8.34465E-07,0.9999999,-8.344673E-09
1.342317,8.34465E-07,0.9999999,-8.344673E-09
1.353244,8.34465E-07,0.9999999,-8.344673E-09
1.364066,8.34465E-07,0.9999999,-8.344673E-09
1.375141,8.34465E-07,0.9999999,-8.344673E-09
1.386172,8.34465E-07,0.9999999,-8.344673E-09
1.397462,8.34465E-07,0.9999999,-8.344673E-09
1.409024,8.34465E-07,0.9999999,-8.344673E-09
1.420234,8.34465E-07,0.9999999,-8.344673E-09
1.431462,8.34465E-07,0.9999999,-8.344673E-09
1.442886,8.34465E-07,0.9999999,-8.344673E-09
1.454137,8.34465E-07,0.9999999,-8.344673E-09
1.464983,8.34465E-07,0.9999999,-8.344673E-09
1.476742,8.34465E-07,0.9999999,-8.344673E-09
1.499045,8.34465E-07,0.9999999,-8.344673E-09
1.510104,8.34465E-07,0.9999999,-8.344673E-09
1.520903,8.34465E-07,0.9999999,-8.344673E-09
1.53216,8.34465E-07,0.9999999,-8.344673E-09
1.543085,8.34465E-07,0.9999999,-8.344673E-09
1.554276,8.34465E-07,0.9999999,-8.344673E-09
1.565016,8.34465E-07,0.9999999,-8.344673E-09
1.576068,8.34465E-07,0.9999999,-8.344673E-09
1.586997,8.34465E-07,0.9999999,-8.344673E-09
1.597637,8.34465E-07,0.9999999,-8.344673E-09
1.60808,8.34465E-07,0.9999999,-8.344673E-09
1.619937,8.34465E-07,0.9999999,-8.344673E-09
1.631028,8.34465E-07,0.9999999,-8.344673E-09
1.653039,8.34465E-07,0.9999999,-8.344673E-09
1.66887,8.34465E-07,0.9999999,-8.344673E-09
1.6818,8.34465E-07,0.9999999,-8.344673E-09
1.694713,8.34465E-07,0.9999999,-8.344673E-09
1.70714,8.34465E-07,0.9999999,-8.344673E-09
1.719901,8.34465E-07,0.9999999,-8.344673E-09
1.730828,8.34465E-07,0.9999999,-8.344673E-09
1.742949,8.34465E-07,0.9999999,-8.344673E-09
1.754315,8.34465E-07,0.9999999,-8.344673E-09
1.765035,8.34465E-07,0.9999999,-8.344673E-09
1.776639,8.34465E-07,0.9999999,-8.344673E-09
1.789149,8.34465E-07,0.9999999,-8.344673E-09
1.812688,8.34465E-07,0.9999999,-8.344673E-09
1.823527,8.34465E-07,0.9999999,-8.344673E-09
1.834396,8.34465E-07,0.9999999,-8.344673E-09
1.845903,8.34465E-07,0.9999999,-8.344673E-09
1.856687,8.34465E-07,0.9999999,-8.344673E-09
1.868277,8.34465E-07,0.9999999,-8.344673E-09
1.879467,8.34465E-07,0.9999999,-8.344673E-09
1.890921,8.34465E-07,0.9999999,-8.344673E-09
1.901524,8.34465E-07,0.9999999,-8.344673E-09
1.912387,8.34465E-07,0.9999999,-8.344673E-09
1.923091,8.34465E-07,0.9999999,-8.344673E-09
1.93389,8.34465E-07,0.9999999,-8.344673E-09
1.945094,8.34465E-07,0.9999999,-8.344673E-09
1.967266,8.34465E-07,0.9999999,-8.344673E-09
1.977952,8.34465E-07,0.9999999,-8.344673E-09
1.989167,8.34465E-07,0.9999999,-8.344673E-09
2.000834,8.34465E-07,0.9999999,-8.344673E-09
2.012343,8.34465E-07,0.9999999,-8.344673E-09
2.022899,8.34465E-07,0.9999999,-8.344673E-09
2.0343,8.34465E-07,0.9999999,-8.344673E-09
2.045321,8.34465E-07,0.9999999,-8.344673E-09
2.056642,8.34465E-07,0.9999999,-8.344673E-09
2.068357,8.34465E-07,0.9999999,-8.344673E-09
2.078829,8.34465E-07,0.9999999,-8.344673E-09
2.091044,8.34465E-07,0.9999999,-8.344673E-09
2.103451,8.34465E-07,0.9999999,-8.344673E-09
2.125526,8.34465E-07,0.9999999,-8.344673E-09
2.137133,8.34465E-07,0.9999999,-8.344673E-09
2.148352,8.34465E-07,0.9999999,-8.344673E-09
2.160441,8.34465E-07,0.9999999,-8.344673E-09
2.17191,8.34465E-07,0.9999999,-8.344673E-09
2.182543,8.34465E-07,0.9999999,-8.344673E-09
2.194638,8.34465E-07,0.9999999,-8.344673E-09
2.205772,8.34465E-07,0.9999999,-8.344673E-09
2.216568,8.34465E-07,0.9999999,-8.344673E-09
2.229147,8.34465E-07,0.9999999,-8.344673E-09
2.241582,8.34465E-07,0.9999999,-8.344673E-09
2.253322,8.34465E-07,0.9999999,-8.344673E-09
2.275921,8.34465E-07,0.9999999,-8.344673E-09
2.288591,8.34465E-07,0.9999999,-8.344673E-09
2.2995,8.34465E-07,0.9999999,-8.344673E-09
