Timestamp, xPos, yPos, zPos, xRot, yRot, zRot, uxPos, uyPos, uzPos, uxRot, uyRot, uzRot
0.123483,1.121089,-1.394464,-0.4487772,359.7933,295.2074,4.287868E-09,-0.8986057,0.04407042,0.5584362,32.51305,116.5052,4.324528
0.2565936,0.007410526,-2.291737,0.1118178,283.0796,132.6202,-9.148569E-06,-0.8999031,0.04705962,0.5590053,32.04538,116.3593,3.81357
0.3573058,0.03823019,-2.290618,0.08034234,278.5297,136.1912,1.947278E-05,-0.9160761,0.06345695,0.5666165,33.08408,118.756,5.938904
0.4914846,0.1127203,-2.256838,0.005398484,271.5201,232.5107,0.0001772487,-0.9196697,0.06040286,0.5716774,33.56356,118.291,5.925408
0.6232088,0.9567349,-1.069597,-0.7988326,359.7933,295.2074,-4.030897E-07,-0.9244059,0.06211722,0.5760553,35.04958,120.3188,6.230977
0.7237548,0.9612722,-1.065544,-0.7891713,359.7933,295.2074,4.287868E-09,-0.919152,0.05699484,0.5810913,30.78409,117.8596,359.5642
0.8245113,0.9670855,-1.062794,-0.7767901,359.7933,295.2074,4.287868E-09,-0.9137748,0.05801479,0.5737792,33.92604,115.7272,2.484443
0.9567819,0.9774907,-1.059811,-0.7546285,359.7933,295.2074,4.287868E-09,-0.917881,0.06035456,0.5723904,29.0288,111.8394,2.804051
1.057507,0.9829421,-1.06167,-0.7430137,359.7933,295.2074,4.287868E-09,-0.9234322,0.06259402,0.5692071,34.23577,112.4127,2.822991
1.190853,0.9860989,-1.070904,-0.7362717,359.7933,295.2074,4.287868E-09,-0.9272449,0.06297769,0.5682986,33.39587,111.1587,2.156126
1.291362,0.9895454,-1.071947,-0.7289222,359.7933,295.2074,4.287868E-09,-0.9372001,0.06014156,0.5681372,32.71132,110.6049,2.85718
1.392397,0.9910672,-1.070826,-0.7256737,359.7933,295.2074,4.287868E-09,-0.9388353,0.05853874,0.5661701,32.86118,113.1745,3.619324
1.526233,0.9922268,-1.076164,-0.7231808,359.7933,295.2074,4.287868E-09,-0.9423378,0.05429094,0.559431,31.84172,113.5506,5.129836
1.627852,0.9902725,-1.087109,-0.7273129,359.7933,295.2074,4.287868E-09,-0.9444019,0.05753049,0.560987,34.41064,118.4983,6.251399
1.75734,0.9887488,-1.103766,-0.730514,359.7933,295.2074,4.287868E-09,-0.9417639,0.05709428,0.5573732,35.36063,117.2759,2.619195
1.857895,0.9591519,-1.201373,-0.7932967,359.7933,295.2074,4.287868E-09,-0.9355924,0.06525255,0.5544356,33.63369,120.2256,0.02608024
1.96007,0.9548476,-1.196021,-0.8024775,359.7933,295.2074,4.287868E-09,-0.9268174,0.06435983,0.5437592,31.79286,122.0494,358.9948
2.095715,0.9505915,-1.192099,-0.8115725,359.7933,295.2074,4.287868E-09,-0.9181867,0.06216088,0.5255893,31.71332,124.1101,359.3577
2.22406,0.9501093,-1.193279,-0.8126267,359.7933,295.2074,4.287868E-09,-0.9182384,0.06464843,0.5215675,30.00576,122.9598,354.6609
2.356993,0.9541575,-1.190762,-0.8040324,359.7933,295.2074,4.287868E-09,-0.9260128,0.07131362,0.5200468,29.04457,121.838,354.2772
2.457864,0.9589617,-1.183082,-0.7938269,359.7933,295.2074,4.287868E-09,-0.9244504,0.07146611,0.5251789,25.24263,122.7794,353.6762
2.589885,0.9912032,-1.141765,-0.7259147,359.7967,295.2073,-5.515189E-09,-0.9168713,0.07184166,0.547338,26.53877,124.8288,355.3561
2.6903,0.9897704,-1.147708,-0.7289635,359.7967,295.2073,-5.515189E-09,-0.9102207,0.06975894,0.5576484,26.10587,125.4567,358.0462
2.823642,0.9874147,-1.165139,-0.7339703,359.7967,295.2073,-5.515189E-09,-0.9122695,0.07118234,0.5602404,28.99541,124.7935,358.1745
2.923975,0.9865686,-1.177493,-0.7357643,359.7967,295.2073,-5.515189E-09,-0.9120141,0.06842397,0.5608423,30.42975,123.7726,355.6886
3.056688,0.9856239,-1.188837,-0.7377687,359.7967,295.2073,-5.515189E-09,-0.9057035,0.06594215,0.5616055,29.67362,123.5327,354.32
3.157317,0.9852207,-1.192521,-0.7386265,359.7967,295.2073,-5.515189E-09,-0.897181,0.05861545,0.5631078,28.53639,123.9854,353.3094
3.258904,0.9838745,-1.197986,-0.7414914,359.7967,295.2073,-5.515189E-09,-0.8907301,0.06119179,0.5607247,29.20877,125.0008,354.4759
3.391538,0.9770889,-1.21066,-0.7559385,359.7967,295.2073,-5.515189E-09,-0.8768842,0.06099839,0.542433,29.34095,124.2587,356.0118
3.525519,0.9368616,-1.369879,-0.8416928,359.7967,295.2073,-5.515189E-09,-0.8578072,0.061213,0.5040203,28.35649,122.5126,355.6924
3.656835,0.9396637,-1.379974,-0.8368564,359.8069,295.201,-1.496042E-08,-0.8390239,0.05339008,0.4486974,29.09712,121.0787,355.1522
3.758699,0.9434763,-1.399466,-0.8287464,359.8069,295.201,-1.496042E-08,-0.8183258,0.05977717,0.3998153,30.32848,117.6862,355.0695
3.859235,0.95033,-1.419763,-0.8141742,359.8069,295.201,-1.496042E-08,-0.7908251,0.06950621,0.3536659,29.80077,114.3235,354.1438
3.959495,0.9594445,-1.445125,-0.7948127,359.8069,295.201,-1.496042E-08,-0.7657917,0.060061,0.3232121,30.92834,111.7053,352.6282
4.059887,0.9705276,-1.485738,-0.7712882,359.8069,295.201,-1.496042E-08,-0.7398093,0.0572488,0.2950454,33.47717,108.6186,353.4028
4.160528,0.5224555,-1.120759,-0.4482246,324.0247,303.6989,-1.796E-06,-0.7141207,0.06183115,0.279628,33.11169,107.2751,352.8314
4.26204,0.5477757,-1.168343,-0.3829488,322.3335,300.8907,9.57471E-07,-0.6916773,0.05834347,0.2711069,34.15959,104.1443,352.8694
4.391682,0.5891932,-1.207412,-0.3053619,320.9309,297.2215,4.615937E-06,-0.6720479,0.06016964,0.2731878,36.24348,99.49936,353.2569
